여행나라,여행도시,날짜,최고_기온,최저_기온,강수량,습도,적설량,불쾌지수
일본,오사카,2022-03-01,13.88,4.52,3.13,74.71,0.0,53.59
일본,오사카,2022-04-01,19.59,10.14,4.62,73.87,0.0,58.36
일본,오사카,2022-05-01,22.67,13.66,4.74,72.32,0.0,61.19
일본,오사카,2022-06-01,26.71,19.39,5.08,76.73,0.0,65.41
일본,오사카,2022-07-01,30.42,24.04,7.38,80.26,0.0,69.3
일본,오사카,2022-08-01,31.78,25.02,5.7,76.06,0.0,70.1
일본,오사카,2022-09-01,29.75,22.06,11.75,75.97,0.0,68.63
일본,오사카,2022-10-01,22.1,13.32,4.65,75.68,0.0,60.8
일본,오사카,2022-11-01,18.32,9.0,3.34,77.8,0.0,57.34
일본,오사카,2022-12-01,10.42,2.28,0.95,70.32,0.01,51.37
일본,오사카,2023-01-01,8.98,0.4,1.53,74.58,0.06,49.95
일본,오사카,2023-02-01,9.56,1.0,1.7,74.21,0.0,50.43
일본,오사카,2023-03-01,15.89,5.24,3.62,71.87,0.0,54.73
일본,오사카,2023-04-01,18.83,9.3,5.4,72.43,0.0,57.68
일본,오사카,2023-05-01,22.51,13.8,8.21,75.29,0.0,61.32
일본,오사카,2023-06-01,25.58,18.66,10.27,81.6,0.0,65.01
일본,오사카,2023-07-01,31.95,24.18,3.12,76.26,0.0,69.46
일본,오사카,2023-08-01,33.64,25.98,5.66,73.74,0.0,71.32
일본,오사카,2023-09-01,31.37,22.94,3.54,73.6,0.0,68.74
일본,오사카,2023-10-01,22.52,12.74,2.86,74.94,0.0,60.67
일본,오사카,2023-11-01,17.41,7.63,4.7,76.27,0.0,56.36
일본,오사카,2023-12-01,12.47,2.55,1.24,76.0,0.0,52.3
일본,오사카,2024-01-01,9.74,0.61,1.28,76.13,0.0,50.38
일본,오사카,2024-02-01,11.52,2.65,4.57,75.93,0.06,51.71
일본,오사카,2024-03-01,12.51,3.58,5.12,72.48,0.02,52.5
일본,오사카,2024-04-01,21.15,11.49,5.65,75.57,0.0,59.63
일본,오사카,2024-05-01,22.39,12.92,8.9,74.68,0.0,60.89
일본,오사카,2024-06-01,26.73,18.5,12.45,79.07,0.0,65.64
일본,오사카,2024-07-01,31.86,24.82,7.95,79.16,0.0,70.36
일본,오사카,2024-08-01,34.77,26.06,6.07,70.71,0.0,71.9
일본,오사카,2024-09-01,31.76,23.73,2.98,75.4,0.0,69.17
일본,오사카,2024-10-01,25.24,17.12,5.87,77.71,0.0,63.86
일본,오사카,2024-11-01,17.71,9.77,4.21,75.43,0.0,57.41
일본,오사카,2024-12-01,10.96,3.52,0.13,69.1,0.0,52.16
일본,오사카,2025-01-01,9.15,1.53,0.95,68.35,0.0,50.54
일본,오사카,2025-02-01,7.91,0.66,1.21,67.11,0.14,49.65
일본,오사카,2025-03-01,13.89,5.8,3.16,71.32,0.16,54.13
일본,오사카,2025-04-01,19.58,10.03,3.59,68.1,0.0,58.31
일본,오사카,2025-05-01,23.17,15.34,6.85,71.61,0.0,62.23
일본,오사카,2025-06-01,27.51,20.25,11.36,75.95,0.0,66.72
캐나다,오타와,2014-01-01,-6.65,-15.97,2.04,74.0,0.73,36.62
캐나다,오타와,2014-02-01,-4.93,-14.3,1.7,73.25,0.79,38.11
캐나다,오타와,2014-03-01,-2.82,-11.83,2.05,69.52,1.23,39.93
캐나다,오타와,2014-04-01,9.29,-0.13,3.44,69.13,0.29,49.68
캐나다,오타와,2014-05-01,18.62,8.68,2.9,69.03,0.0,57.34
캐나다,오타와,2014-06-01,23.39,13.99,5.19,71.3,0.0,61.66
캐나다,오타와,2014-07-01,24.23,15.73,3.75,71.03,0.0,62.7
캐나다,오타와,2014-08-01,23.4,15.16,3.4,76.0,0.0,62.08
캐나다,오타와,2014-09-01,20.45,12.11,2.49,76.87,0.0,59.53
캐나다,오타와,2014-10-01,14.29,8.03,3.36,77.32,0.0,55.23
캐나다,오타와,2014-11-01,4.55,-1.26,2.14,72.03,0.46,47.37
캐나다,오타와,2014-12-01,-0.08,-6.09,1.68,75.55,0.69,43.51
캐나다,오타와,2015-01-01,-7.21,-18.48,1.65,70.23,0.94,35.45
캐나다,오타와,2015-02-01,-11.74,-20.65,1.04,68.18,0.87,32.87
캐나다,오타와,2015-03-01,-0.62,-9.84,1.34,69.71,0.81,41.81
캐나다,오타와,2015-04-01,10.38,0.39,2.3,61.63,0.2,50.46
캐나다,오타와,2015-05-01,21.76,10.08,2.69,64.0,0.0,59.24
캐나다,오타와,2015-06-01,21.52,12.61,3.43,71.0,0.0,60.22
캐나다,오타와,2015-07-01,26.15,16.24,2.75,70.0,0.0,63.65
캐나다,오타와,2015-08-01,24.14,16.41,3.97,76.55,0.0,62.96
캐나다,오타와,2015-09-01,23.41,14.54,2.8,76.77,0.0,61.8
캐나다,오타와,2015-10-01,11.95,4.59,2.82,70.19,0.0,52.83
캐나다,오타와,2015-11-01,8.29,1.44,1.92,78.33,0.05,50.06
캐나다,오타와,2015-12-01,4.51,-0.82,3.32,82.16,1.11,47.39
캐나다,오타와,2016-01-01,-3.06,-11.95,1.77,79.94,0.7,39.84
캐나다,오타와,2016-02-01,-3.06,-12.92,4.72,72.59,2.03,38.79
캐나다,오타와,2016-03-01,2.91,-5.68,3.3,70.42,0.71,44.67
캐나다,오타와,2016-04-01,8.69,-1.44,2.26,56.6,0.52,49.0
캐나다,오타와,2016-05-01,19.54,8.24,0.97,60.45,0.02,57.55
캐나다,오타와,2016-06-01,23.72,13.29,2.28,60.0,0.0,61.38
캐나다,오타와,2016-07-01,26.65,16.89,2.89,67.71,0.0,64.15
캐나다,오타와,2016-08-01,27.07,18.05,3.57,69.23,0.0,64.86
캐나다,오타와,2016-09-01,22.36,13.38,1.92,72.33,0.0,60.84
캐나다,오타와,2016-10-01,13.58,7.04,4.56,75.77,0.24,54.47
캐나다,오타와,2016-11-01,6.66,1.04,1.95,81.33,0.66,49.22
캐나다,오타와,2016-12-01,-0.64,-7.7,3.29,81.52,1.38,42.32
캐나다,오타와,2017-01-01,-1.81,-9.45,2.81,79.55,1.58,41.19
캐나다,오타와,2017-02-01,-0.79,-9.57,3.44,75.5,1.14,41.44
캐나다,오타와,2017-03-01,-0.77,-9.97,2.85,68.1,0.82,41.39
캐나다,오타와,2017-04-01,12.13,2.27,4.71,72.1,0.37,51.8
캐나다,오타와,2017-05-01,16.19,7.43,7.04,76.35,0.03,55.69
캐나다,오타와,2017-06-01,22.23,13.2,5.23,75.0,0.0,60.83
캐나다,오타와,2017-07-01,24.06,15.58,5.42,78.39,0.0,62.65
캐나다,오타와,2017-08-01,23.75,15.26,3.47,77.9,0.0,62.28
캐나다,오타와,2017-09-01,23.02,13.87,1.65,77.47,0.0,61.31
캐나다,오타와,2017-10-01,17.11,9.31,5.56,76.71,0.0,56.94
캐나다,오타와,2017-11-01,4.88,-1.68,4.22,72.8,0.38,47.07
캐나다,오타와,2017-12-01,-4.57,-11.69,1.88,74.61,0.9,39.3
캐나다,오타와,2018-01-01,-4.61,-15.7,2.66,74.19,1.01,37.43
캐나다,오타와,2018-02-01,-0.06,-10.73,2.66,76.68,0.87,41.41
캐나다,오타와,2018-03-01,2.29,-6.1,1.89,71.94,0.83,44.46
캐나다,오타와,2018-04-01,7.41,-1.95,4.19,67.97,0.74,48.03
캐나다,오타와,2018-05-01,20.72,8.35,1.89,65.68,0.0,58.08
캐나다,오타와,2018-06-01,22.83,12.6,3.08,71.97,0.0,60.75
캐나다,오타와,2018-07-01,28.83,17.7,3.54,67.84,0.0,65.46
캐나다,오타와,2018-08-01,26.28,18.05,3.55,78.77,0.0,64.53
캐나다,오타와,2018-09-01,21.99,13.75,3.25,78.8,0.0,60.89
캐나다,오타와,2018-10-01,11.65,5.01,2.5,73.81,0.18,52.9
캐나다,오타와,2018-11-01,2.55,-3.0,3.92,80.83,1.08,45.56
캐나다,오타와,2018-12-01,-1.23,-9.3,2.32,78.26,0.43,41.59
캐나다,오타와,2019-01-01,-5.35,-17.23,2.82,73.0,1.67,36.44
캐나다,오타와,2019-02-01,-3.99,-13.02,2.79,71.96,1.33,38.78
캐나다,오타와,2019-03-01,0.72,-8.6,2.49,70.52,0.75,42.66
캐나다,오타와,2019-04-01,9.27,-0.38,5.35,71.07,0.31,49.38
캐나다,오타와,2019-05-01,15.78,5.71,3.53,72.13,0.01,54.88
캐나다,오타와,2019-06-01,21.94,11.66,3.83,73.47,0.0,60.01
캐나다,오타와,2019-07-01,28.21,17.49,1.49,67.39,0.0,64.94
캐나다,오타와,2019-08-01,25.33,15.89,2.4,70.1,0.0,63.14
캐나다,오타와,2019-09-01,21.03,12.15,2.84,74.63,0.0,59.8
캐나다,오타와,2019-10-01,13.84,6.83,3.93,78.35,0.0,54.52
캐나다,오타와,2019-11-01,2.99,-3.35,2.81,75.9,0.44,45.75
캐나다,오타와,2019-12-01,-0.47,-7.39,2.14,73.45,0.7,42.73
캐나다,오타와,2020-01-01,-1.64,-10.63,3.64,79.39,1.26,40.6
캐나다,오타와,2020-02-01,-1.73,-11.28,2.53,73.38,1.71,40.51
캐나다,오타와,2020-03-01,4.74,-5.11,3.37,73.06,0.35,45.67
캐나다,오타와,2020-04-01,9.55,-0.26,2.03,60.07,0.11,49.87
캐나다,오타와,2020-05-01,18.4,6.46,2.65,58.58,0.03,56.32
캐나다,오타와,2020-06-01,24.28,13.75,1.67,64.33,0.0,61.78
캐나다,오타와,2020-07-01,28.99,18.71,2.17,70.26,0.0,65.83
캐나다,오타와,2020-08-01,24.23,16.44,4.27,78.48,0.0,63.03
캐나다,오타와,2020-09-01,19.65,11.56,2.22,75.6,0.0,58.97
캐나다,오타와,2020-10-01,12.69,5.4,3.9,76.61,0.08,53.43
캐나다,오타와,2020-11-01,8.3,1.14,2.19,74.93,0.76,49.91
캐나다,오타와,2020-12-01,1.09,-5.0,3.19,75.87,0.58,44.2
캐나다,오타와,2021-01-01,-2.85,-9.87,1.64,78.0,1.14,40.81
캐나다,오타와,2021-02-01,-3.86,-12.61,2.11,73.82,1.44,39.16
캐나다,오타와,2021-03-01,5.53,-6.27,2.39,65.23,0.16,45.65
캐나다,오타와,2021-04-01,13.64,2.94,1.54,64.0,0.07,52.92
캐나다,오타와,2021-05-01,18.66,7.44,1.17,62.16,0.0,56.86
캐나다,오타와,2021-06-01,25.65,15.1,4.31,66.77,0.0,63.06
캐나다,오타와,2021-07-01,24.43,15.8,4.04,77.06,0.0,62.83
캐나다,오타와,2021-08-01,27.34,18.74,1.83,75.71,0.0,65.12
캐나다,오타와,2021-09-01,21.09,13.47,4.03,76.07,0.0,60.41
캐나다,오타와,2021-10-01,16.07,9.42,3.83,82.16,0.0,56.56
캐나다,오타와,2021-11-01,6.22,-0.04,2.38,77.97,0.08,48.54
캐나다,오타와,2021-12-01,1.23,-5.82,2.48,72.71,0.96,44.03
캐나다,오타와,2022-01-01,-7.35,-19.08,1.52,67.23,1.02,35.18
캐나다,오타와,2022-02-01,-2.8,-14.22,2.97,71.46,1.26,38.74
캐나다,오타와,2022-03-01,2.85,-6.4,2.37,71.26,0.81,44.49
캐나다,오타와,2022-04-01,10.56,0.58,5.45,67.23,0.41,50.34
캐나다,오타와,2022-05-01,21.0,8.58,3.44,65.68,0.0,58.3
캐나다,오타와,2022-06-01,22.83,13.08,5.25,76.1,0.0,61.04
캐나다,오타와,2022-07-01,25.88,16.6,2.43,70.58,0.0,63.67
캐나다,오타와,2022-08-01,26.15,17.08,4.03,76.68,0.0,64.1
캐나다,오타와,2022-09-01,20.46,12.39,4.02,78.47,0.0,59.69
캐나다,오타와,2022-10-01,14.85,6.27,1.28,75.39,0.0,54.8
캐나다,오타와,2022-11-01,7.74,1.5,2.36,73.6,0.23,49.82
캐나다,오타와,2022-12-01,1.43,-4.35,4.02,77.42,1.64,44.49
캐나다,오타와,2023-01-01,-1.34,-8.99,3.96,81.84,2.02,41.35
캐나다,오타와,2023-02-01,-2.55,-12.22,2.62,73.29,1.32,39.76
캐나다,오타와,2023-03-01,2.86,-5.35,2.54,75.23,1.15,44.9
캐나다,오타와,2023-04-01,12.38,0.62,2.69,69.53,0.17,51.36
캐나다,오타와,2023-05-01,18.45,6.6,3.3,61.74,0.0,56.39
캐나다,오타와,2023-06-01,24.79,13.58,2.98,70.27,0.0,61.99
캐나다,오타와,2023-07-01,26.5,17.78,6.1,78.19,0.0,64.71
캐나다,오타와,2023-08-01,23.62,15.36,4.36,78.13,0.0,62.31
캐나다,오타와,2023-09-01,22.92,13.56,0.74,76.37,0.0,61.11
캐나다,오타와,2023-10-01,16.08,9.09,3.06,81.06,0.06,56.44
캐나다,오타와,2023-11-01,4.91,-1.99,1.39,74.3,0.5,47.3
캐나다,오타와,2023-12-01,1.45,-4.11,3.35,82.32,1.03,44.7
캐나다,오타와,2024-01-01,-2.32,-9.95,2.53,76.48,1.33,40.82
캐나다,오타와,2024-02-01,1.9,-9.06,0.99,74.97,0.46,43.22
캐나다,오타와,2024-03-01,6.78,-2.73,1.41,64.52,0.27,47.77
캐나다,오타와,2024-04-01,11.99,1.93,4.35,69.27,0.8,51.62
캐나다,오타와,2024-05-01,20.19,10.65,3.62,73.52,0.0,58.83
캐나다,오타와,2024-06-01,23.98,15.11,6.04,74.13,0.0,62.45
캐나다,오타와,2024-07-01,26.48,17.97,4.17,76.81,0.0,64.63
캐나다,오타와,2024-08-01,24.55,16.41,7.26,79.48,0.0,63.33
캐나다,오타와,2024-09-01,23.01,13.48,2.38,78.1,0.0,61.17
캐나다,오타와,2024-10-01,15.06,6.93,1.27,74.03,0.0,55.16
캐나다,오타와,2024-11-01,8.51,2.03,2.23,74.77,0.04,50.37
캐나다,오타와,2024-12-01,-1.87,-8.26,3.07,82.0,1.23,41.61
캐나다,오타와,2025-01-01,-6.13,-13.72,1.3,76.16,0.84,37.95
캐나다,오타와,2025-02-01,-5.62,-15.03,2.53,74.75,1.7,37.32
캐나다,오타와,2025-03-01,3.32,-6.22,3.36,72.32,0.87,44.6
캐나다,오타와,2025-04-01,10.9,0.1,3.2,69.8,0.45,50.48
캐나다,오타와,2025-05-01,17.73,8.64,2.55,73.61,0.0,56.95
캐나다,오타와,2025-06-01,22.97,14.0,1.74,66.0,0.0,61.35
몽골,울란바토르,2014-01-01,-9.68,-22.76,0.1,63.26,0.12,33.13
몽골,울란바토르,2014-02-01,-9.68,-22.92,0.11,54.21,0.1,33.06
몽골,울란바토르,2014-03-01,3.37,-10.32,0.36,42.45,0.27,43.42
몽골,울란바토르,2014-04-01,13.13,-1.02,0.62,41.87,0.33,51.15
몽골,울란바토르,2014-05-01,13.42,-0.38,2.14,55.87,0.93,51.42
몽골,울란바토르,2014-06-01,20.32,7.74,1.74,60.17,0.0,57.66
몽골,울란바토르,2014-07-01,23.38,11.3,1.88,59.48,0.0,60.4
몽골,울란바토르,2014-08-01,21.57,8.72,1.15,60.65,0.0,58.57
몽골,울란바토르,2014-09-01,16.13,2.33,1.11,52.67,0.18,53.72
몽골,울란바토르,2014-10-01,8.85,-2.72,0.11,54.74,0.05,48.77
몽골,울란바토르,2014-11-01,-1.51,-11.31,0.07,49.33,0.1,41.09
몽골,울란바토르,2014-12-01,-9.79,-18.75,0.19,60.06,0.17,34.68
몽골,울란바토르,2015-01-01,-7.98,-20.36,0.02,59.19,0.06,34.82
몽골,울란바토르,2015-02-01,-5.23,-19.28,0.09,53.04,0.12,36.35
몽골,울란바토르,2015-03-01,0.76,-11.8,0.37,42.39,0.25,41.76
몽골,울란바토르,2015-04-01,10.06,-3.18,0.79,40.87,0.44,49.0
몽골,울란바토르,2015-05-01,14.49,1.51,0.8,39.0,0.19,52.73
몽골,울란바토르,2015-06-01,22.3,7.87,0.77,45.8,0.0,58.52
몽골,울란바토르,2015-07-01,25.48,12.78,3.01,55.9,0.0,61.94
몽골,울란바토르,2015-08-01,24.35,10.49,2.57,56.87,0.0,60.49
몽골,울란바토르,2015-09-01,16.07,4.35,1.27,60.53,0.37,54.52
몽골,울란바토르,2015-10-01,8.73,-3.76,0.79,55.48,0.5,48.22
몽골,울란바토르,2015-11-01,-5.08,-14.79,0.2,60.67,0.2,38.2
몽골,울란바토르,2015-12-01,-9.33,-20.49,0.06,74.84,0.14,34.21
몽골,울란바토르,2016-01-01,-16.82,-28.99,0.08,72.68,0.08,27.72
몽골,울란바토르,2016-02-01,-8.31,-20.56,0.07,68.79,0.1,34.59
몽골,울란바토르,2016-03-01,2.42,-10.57,0.72,48.87,0.52,42.87
몽골,울란바토르,2016-04-01,8.84,-3.38,0.74,46.47,0.41,48.43
몽골,울란바토르,2016-05-01,15.23,1.11,1.05,42.26,0.59,52.85
몽골,울란바토르,2016-06-01,20.53,8.51,2.16,55.33,0.0,58.07
몽골,울란바토르,2016-07-01,26.53,13.32,2.49,58.23,0.0,62.58
몽골,울란바토르,2016-08-01,23.14,11.7,1.86,59.9,0.0,60.47
몽골,울란바토르,2016-09-01,15.61,4.66,1.1,68.6,0.0,54.47
몽골,울란바토르,2016-10-01,3.55,-5.51,0.63,58.48,0.37,45.41
몽골,울란바토르,2016-11-01,-8.35,-18.95,0.6,66.17,0.47,35.08
몽골,울란바토르,2016-12-01,-9.79,-21.23,0.03,70.42,0.05,33.73
몽골,울란바토르,2017-01-01,-13.66,-26.45,0.05,73.87,0.05,30.04
몽골,울란바토르,2017-02-01,-7.32,-23.0,0.02,72.89,0.02,34.01
몽골,울란바토르,2017-03-01,2.21,-10.54,0.08,49.13,0.05,42.91
몽골,울란바토르,2017-04-01,10.85,-2.64,0.36,38.73,0.1,49.59
몽골,울란바토르,2017-05-01,19.48,3.17,0.39,34.13,0.05,55.46
몽골,울란바토르,2017-06-01,25.17,10.98,0.9,37.0,0.0,60.98
몽골,울란바토르,2017-07-01,27.54,14.76,0.78,44.52,0.0,63.48
몽골,울란바토르,2017-08-01,21.03,10.3,3.5,67.23,0.0,59.03
몽골,울란바토르,2017-09-01,15.76,3.49,1.41,58.6,0.23,54.03
몽골,울란바토르,2017-10-01,6.75,-4.4,0.18,51.58,0.07,47.23
몽골,울란바토르,2017-11-01,-6.16,-16.52,0.39,60.17,0.27,37.02
몽골,울란바토르,2017-12-01,-11.67,-22.28,0.05,72.94,0.04,32.53
몽골,울란바토르,2018-01-01,-17.05,-28.23,0.12,75.71,0.09,27.92
몽골,울란바토르,2018-02-01,-11.44,-24.36,0.13,75.0,0.09,31.76
몽골,울란바토르,2018-03-01,5.61,-8.79,0.07,44.58,0.04,45.0
몽골,울란바토르,2018-04-01,10.43,-2.44,0.52,40.03,0.26,49.48
몽골,울란바토르,2018-05-01,20.45,4.2,0.12,31.0,0.02,56.28
몽골,울란바토르,2018-06-01,23.53,10.31,0.86,47.0,0.0,60.03
몽골,울란바토르,2018-07-01,22.92,12.24,3.39,65.03,0.0,60.65
몽골,울란바토르,2018-08-01,22.43,11.6,3.26,68.23,0.0,60.17
몽골,울란바토르,2018-09-01,13.64,2.67,1.95,63.57,0.5,52.79
몽골,울란바토르,2018-10-01,8.0,-3.09,0.35,55.87,0.24,48.25
몽골,울란바토르,2018-11-01,-2.73,-12.63,0.05,45.93,0.04,40.06
몽골,울란바토르,2018-12-01,-14.15,-23.37,0.05,58.61,0.04,31.09
몽골,울란바토르,2019-01-01,-12.55,-24.03,0.01,61.97,0.01,31.48
몽골,울란바토르,2019-02-01,-9.88,-23.62,0.02,52.86,0.02,32.73
몽골,울란바토르,2019-03-01,2.86,-8.85,0.13,39.26,0.09,43.85
몽골,울란바토르,2019-04-01,10.36,-3.02,0.27,34.57,0.12,49.25
몽골,울란바토르,2019-05-01,16.6,0.42,1.02,33.94,0.37,53.13
몽골,울란바토르,2019-06-01,23.41,9.88,1.99,46.33,0.0,59.83
몽골,울란바토르,2019-07-01,24.5,13.51,2.78,59.9,0.0,61.82
몽골,울란바토르,2019-08-01,21.0,9.54,2.06,68.94,0.0,58.69
몽골,울란바토르,2019-09-01,20.3,6.08,0.86,51.17,0.0,56.97
몽골,울란바토르,2019-10-01,6.95,-4.18,0.36,49.71,0.23,47.38
몽골,울란바토르,2019-11-01,-2.84,-13.72,0.37,56.23,0.25,39.51
몽골,울란바토르,2019-12-01,-9.45,-19.15,0.05,65.0,0.04,34.7
몽골,울란바토르,2020-01-01,-8.95,-20.83,0.01,68.71,0.01,34.24
몽골,울란바토르,2020-02-01,-5.28,-17.29,0.33,65.62,0.23,37.08
몽골,울란바토르,2020-03-01,1.15,-10.87,0.2,48.74,0.14,42.32
몽골,울란바토르,2020-04-01,12.51,-2.11,0.17,33.83,0.07,50.5
몽골,울란바토르,2020-05-01,16.89,2.44,0.68,47.19,0.19,54.1
몽골,울란바토르,2020-06-01,22.53,9.07,2.43,50.77,0.0,59.13
몽골,울란바토르,2020-07-01,24.1,12.5,3.43,62.16,0.0,61.26
몽골,울란바토르,2020-08-01,20.39,10.18,2.21,71.87,0.0,58.7
몽골,울란바토르,2020-09-01,16.57,4.24,1.17,60.2,0.15,54.68
몽골,울란바토르,2020-10-01,5.06,-5.24,0.45,49.61,0.26,46.17
몽골,울란바토르,2020-11-01,-2.02,-11.46,0.29,61.13,0.2,40.78
몽골,울란바토르,2020-12-01,-15.58,-23.7,0.07,67.19,0.05,30.37
몽골,울란바토르,2021-01-01,-14.3,-26.43,0.08,73.39,0.06,29.78
몽골,울란바토르,2021-02-01,-5.01,-19.11,0.16,63.57,0.11,36.49
몽골,울란바토르,2021-03-01,4.63,-8.33,0.15,36.74,0.11,44.77
몽골,울란바토르,2021-04-01,9.11,-3.57,1.03,44.6,0.56,48.43
몽골,울란바토르,2021-05-01,13.62,0.59,1.45,51.19,0.37,51.95
몽골,울란바토르,2021-06-01,20.59,7.57,1.81,59.63,0.06,57.7
몽골,울란바토르,2021-07-01,25.04,13.05,0.88,61.87,0.0,61.77
몽골,울란바토르,2021-08-01,20.98,9.75,1.18,63.87,0.0,58.76
몽골,울란바토르,2021-09-01,15.68,3.81,2.0,66.47,0.09,54.1
몽골,울란바토르,2021-10-01,6.84,-3.75,0.36,55.35,0.14,47.51
몽골,울란바토르,2021-11-01,-1.95,-11.58,0.28,52.4,0.2,40.76
몽골,울란바토르,2021-12-01,-8.56,-17.91,0.03,58.0,0.02,35.57
몽골,울란바토르,2022-01-01,-10.76,-21.34,0.0,67.52,0.0,33.3
몽골,울란바토르,2022-02-01,-9.77,-21.68,0.01,66.71,0.0,33.56
몽골,울란바토르,2022-03-01,1.31,-10.68,0.13,37.42,0.09,42.48
몽골,울란바토르,2022-04-01,10.05,-3.62,0.36,39.4,0.24,48.86
몽골,울란바토르,2022-05-01,18.04,2.23,0.78,37.45,0.23,54.47
몽골,울란바토르,2022-06-01,22.94,9.61,1.85,56.9,0.0,59.52
몽골,울란바토르,2022-07-01,23.15,11.34,2.7,63.19,0.0,60.35
몽골,울란바토르,2022-08-01,20.24,8.99,3.05,67.32,0.0,58.15
몽골,울란바토르,2022-09-01,18.02,4.35,0.68,58.17,0.02,55.34
몽골,울란바토르,2022-10-01,5.31,-4.67,0.36,51.71,0.23,46.51
몽골,울란바토르,2022-11-01,-5.06,-14.84,0.32,59.77,0.22,38.16
몽골,울란바토르,2022-12-01,-14.51,-22.86,0.21,64.52,0.14,31.09
몽골,울란바토르,2023-01-01,-13.89,-25.95,0.05,70.03,0.03,30.15
몽골,울란바토르,2023-02-01,-5.91,-20.51,0.0,70.04,0.0,35.6
몽골,울란바토르,2023-03-01,3.67,-9.77,0.26,35.65,0.18,43.78
몽골,울란바토르,2023-04-01,5.85,-6.03,0.71,36.73,0.46,46.13
몽골,울란바토르,2023-05-01,15.15,1.58,1.08,47.97,0.09,53.01
몽골,울란바토르,2023-06-01,23.55,9.12,1.08,51.4,0.0,59.55
몽골,울란바토르,2023-07-01,22.81,11.26,4.13,70.77,0.0,60.21
몽골,울란바토르,2023-08-01,22.15,10.05,2.78,69.94,0.0,59.39
몽골,울란바토르,2023-09-01,16.54,4.51,1.37,68.1,0.0,54.78
몽골,울란바토르,2023-10-01,9.69,-2.9,0.23,60.16,0.07,49.03
몽골,울란바토르,2023-11-01,-7.19,-16.12,0.49,69.67,0.35,36.73
몽골,울란바토르,2023-12-01,-13.76,-24.88,0.27,74.48,0.19,30.56
몽골,울란바토르,2024-01-01,-12.43,-26.73,0.16,75.87,0.11,30.39
몽골,울란바토르,2024-02-01,-11.5,-28.48,0.18,74.62,0.13,30.05
몽골,울란바토르,2024-03-01,-0.42,-14.55,0.35,66.26,0.24,40.16
몽골,울란바토르,2024-04-01,10.88,-2.77,1.0,49.9,0.54,49.48
몽골,울란바토르,2024-05-01,19.58,3.85,0.98,46.71,0.04,55.76
몽골,울란바토르,2024-06-01,22.59,8.01,3.32,60.13,0.23,58.73
몽골,울란바토르,2024-07-01,25.94,13.0,1.61,64.81,0.0,62.15
몽골,울란바토르,2024-08-01,22.86,11.19,4.3,74.45,0.0,60.21
몽골,울란바토르,2024-09-01,16.37,3.59,0.62,61.97,0.09,54.36
몽골,울란바토르,2024-10-01,7.51,-3.95,0.54,60.32,0.3,47.67
몽골,울란바토르,2024-11-01,0.19,-10.24,0.25,55.03,0.18,42.18
몽골,울란바토르,2024-12-01,-12.5,-22.5,0.11,68.97,0.07,32.09
몽골,울란바토르,2025-01-01,-12.14,-24.52,0.15,69.32,0.11,31.41
몽골,울란바토르,2025-02-01,-10.2,-24.27,0.09,66.96,0.07,32.31
몽골,울란바토르,2025-03-01,1.95,-11.78,0.41,54.68,0.28,42.24
몽골,울란바토르,2025-04-01,10.99,-3.25,0.14,42.97,0.08,49.42
몽골,울란바토르,2025-05-01,17.24,1.86,0.52,40.06,0.05,54.01
몽골,울란바토르,2025-06-01,21.4,6.92,0.41,48.48,0.0,57.77
스위스,체르마트,2014-01-01,-0.7,-6.14,4.37,80.39,2.15,42.76
스위스,체르마트,2014-02-01,0.4,-5.67,6.47,83.86,2.96,43.08
스위스,체르마트,2014-03-01,4.99,-2.61,4.09,71.48,2.01,46.74
스위스,체르마트,2014-04-01,8.62,1.6,3.98,80.13,1.26,50.08
스위스,체르마트,2014-05-01,9.85,2.84,5.27,83.35,0.83,51.03
스위스,체르마트,2014-06-01,15.83,7.16,5.87,81.6,0.11,55.44
스위스,체르마트,2014-07-01,16.85,9.05,8.47,86.32,0.14,56.68
스위스,체르마트,2014-08-01,17.05,7.65,5.65,82.94,0.0,56.2
스위스,체르마트,2014-09-01,16.26,7.11,4.21,84.87,0.0,55.66
스위스,체르마트,2014-10-01,13.13,4.75,5.03,84.35,0.42,53.27
스위스,체르마트,2014-11-01,6.7,1.59,16.9,87.93,3.4,47.96
스위스,체르마트,2014-12-01,1.65,-4.2,2.6,79.16,0.72,44.86
스위스,체르마트,2015-01-01,-0.5,-6.81,2.6,75.58,1.33,42.88
스위스,체르마트,2015-02-01,-0.6,-7.24,4.03,72.57,2.52,42.4
스위스,체르마트,2015-03-01,4.49,-2.61,3.87,77.9,1.62,46.55
스위스,체르마트,2015-04-01,8.13,0.29,4.32,74.6,0.83,49.28
스위스,체르마트,2015-05-01,12.46,4.86,5.33,80.1,0.63,53.02
스위스,체르마트,2015-06-01,17.99,9.31,7.62,79.77,0.01,57.31
스위스,체르마트,2015-07-01,23.77,14.22,4.22,65.26,0.0,61.88
스위스,체르마트,2015-08-01,20.71,12.69,5.84,79.48,0.03,59.96
스위스,체르마트,2015-09-01,14.92,7.47,7.29,82.77,0.1,55.14
스위스,체르마트,2015-10-01,9.74,1.7,4.7,85.16,0.93,50.54
스위스,체르마트,2015-11-01,7.64,-0.05,1.1,68.5,0.26,49.26
스위스,체르마트,2015-12-01,5.23,-2.11,0.13,60.97,0.06,47.55
스위스,체르마트,2016-01-01,0.22,-7.11,1.71,76.16,1.01,43.21
